Global_Energy_Scenario_Modeling_Data,,,,,,,,,
Global_Energy_Scenario_Modeling_Data,,,,,,,,,
Region,Scenario,Variable,Year,scengroup,IMACLIM,IMAGE,WITCH,maxwacc,minwacc
Transition countries,CoC-convergence,Hydro,2065,NDC,0.04,0.04234307,0.04321977,0.04321977,0.04
Transition countries,CoC-convergence,Hydro,2070,NDC,0.04,0.04234307,0.04321977,0.04321977,0.04
Transition countries,CoC-convergence,Hydro,2075,NDC,0.04,0.04234307,0.04321977,0.04321977,0.04
Transition countries,CoC-convergence,Hydro,2080,NDC,0.04,0.04234307,0.04321977,0.04321977,0.04
Transition countries,CoC-convergence,Hydro,2085,NDC,0.04,0.04234307,0.04321977,0.04321977,0.04
Transition countries,CoC-convergence,Hydro,2090,NDC,0.04,0.04234307,0.04321977,0.04321977,0.04
Transition countries,CoC-convergence,Hydro,2095,NDC,0.04,0.04234307,0.04321977,0.04321977,0.04
Transition countries,CoC-convergence,Hydro,2100,NDC,0.04,0.04234307,0.04321977,0.04321977,0.04
Transition countries,CoC-convergence,Biomass,2020,NDC,0.073881952,0.079652451,0.080119917,0.080119917,0.073881952
Transition countries,CoC-convergence,Biomass,2025,NDC,0.0700651,0.076070156,0.080119917,0.080119917,0.0700651
Transition countries,CoC-convergence,Biomass,2030,NDC,0.066251404,0.0715923,0.080119917,0.080119917,0.066251404
Transition countries,CoC-convergence,Biomass,2035,NDC,0.0624374,0.067114442,0.07372933,0.07372933,0.0624374
Transition countries,CoC-convergence,Biomass,2040,NDC,0.058630548,0.062636581,0.067338743,0.067338743,0.058630548
Transition countries,CoC-convergence,Biomass,2045,NDC,0.054813696,0.058158722,0.060948156,0.060948156,0.054813696
Transition countries,CoC-convergence,Biomass,2050,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2055,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2060,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2065,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2070,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2075,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2080,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2085,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2090,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2095,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-convergence,Biomass,2100,NDC,0.051,0.05368086,0.05455757,0.05455757,0.051
Transition countries,CoC-reference,Onshore,2020,1.5D,0.087348147,0.089386672,0.089007476,0.089386672,0.087348147
Transition countries,CoC-reference,Onshore,2025,1.5D,0.082602297,0.087581905,0.085189384,0.087581905,0.082602297
Transition countries,CoC-reference,Onshore,2030,1.5D,0.079016716,0.085156542,0.085171293,0.085171293,0.079016716
Transition countries,CoC-reference,Onshore,2035,1.5D,0.077145422,0.079994206,0.085155884,0.085155884,0.077145422
Transition countries,CoC-reference,Onshore,2040,1.5D,0.075703144,0.077683116,0.084719912,0.084719912,0.075703144
Transition countries,CoC-reference,Onshore,2045,1.5D,0.074238018,0.075277554,0.083958419,0.083958419,0.074238018
Transition countries,CoC-reference,Onshore,2050,1.5D,0.073045208,0.071475971,0.083163382,0.083163382,0.071475971
Transition countries,CoC-reference,Onshore,2055,1.5D,0.0721541,0.069543862,0.082463335,0.082463335,0.069543862
Transition countries,CoC-reference,Onshore,2060,1.5D,0.071399693,0.069173754,0.081838856,0.081838856,0.069173754
Transition countries,CoC-reference,Onshore,2065,1.5D,0.070701823,0.068894962,0.081276051,0.081276051,0.068894962
Transition countries,CoC-reference,Onshore,2070,1.5D,0.070065879,0.068587155,0.080764701,0.080764701,0.068587155
Transition countries,CoC-reference,Onshore,2075,1.5D,0.069499013,0.067866611,0.080296227,0.080296227,0.067866611
Transition countries,CoC-reference,Onshore,2080,1.5D,0.068984381,0.066912023,0.079864481,0.079864481,0.066912023
Transition countries,CoC-reference,Onshore,2085,1.5D,0.068519134,0.066390989,0.07946446,0.07946446,0.066390989
Transition countries,CoC-reference,Onshore,2090,1.5D,0.068105813,0.065879582,0.079092019,0.079092019,0.065879582
Transition countries,CoC-reference,Onshore,2095,1.5D,0.067755033,0.065498889,0.078743815,0.078743815,0.065498889
Transition countries,CoC-reference,Onshore,2100,1.5D,0.067430791,0.065223227,0.078418479,0.078418479,0.065223227
Transition countries,CoC-reference,Offshore,2020,1.5D,0.088892487,0.094003528,0.093350247,0.094003528,0.088892487
Transition countries,CoC-reference,Offshore,2025,1.5D,0.078746603,0.093174505,0.075135579,0.093174505,0.075135579
Transition countries,CoC-reference,Offshore,2030,1.5D,0.071292272,0.082902461,0.055981833,0.082902461,0.055981833
Transition countries,CoC-reference,Offshore,2035,1.5D,0.068107318,0.08088437,0.05496241,0.08088437,0.05496241
Transition countries,CoC-reference,Offshore,2040,1.5D,0.06640849,0.079036987,0.053684322,0.079036987,0.053684322
Transition countries,CoC-reference,Offshore,2045,1.5D,0.064929209,0.07791869,0.052449842,0.07791869,0.052449842
Transition countries,CoC-reference,Offshore,2050,1.5D,0.063663781,0.076469351,0.05134905,0.076469351,0.05134905
Transition countries,CoC-reference,Offshore,2055,1.5D,0.062717595,0.075193848,0.050453894,0.075193848,0.050453894
Transition countries,CoC-reference,Offshore,2060,1.5D,0.061987801,0.074249255,0.049603555,0.074249255,0.049603555
Transition countries,CoC-reference,Offshore,2065,1.5D,0.061320548,0.07343211,0.04883522,0.07343211,0.04883522
Transition countries,CoC-reference,Offshore,2070,1.5D,0.06071268,0.072739549,0.048094136,0.072739549,0.048094136
Transition countries,CoC-reference,Offshore,2075,1.5D,0.060179894,0.072238526,0.047426858,0.072238526,0.047426858
Transition countries,CoC-reference,Offshore,2080,1.5D,0.059696801,0.071587568,0.046802015,0.071587568,0.046802015
Transition countries,CoC-reference,Offshore,2085,1.5D,0.059265941,0.071131023,0.046197249,0.071131023,0.046197249
Transition countries,CoC-reference,Offshore,2090,1.5D,0.058894773,0.070525387,0.045666602,0.070525387,0.045666602
Transition countries,CoC-reference,Offshore,2095,1.5D,0.058576147,0.069881093,0.045200536,0.069881093,0.045200536
Transition countries,CoC-reference,Offshore,2100,1.5D,0.058276906,0.069429167,0.044808494,0.069429167,0.044808494
Transition countries,CoC-reference,Nuclear,2020,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2025,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2030,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2035,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2040,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2045,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2050,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2055,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2060,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2065,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2070,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2075,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2080,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2085,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2090,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2095,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,Nuclear,2100,1.5D,0.070717267,0.077093314,0.076665217,0.077093314,0.070717267
Transition countries,CoC-reference,CCS,2020,1.5D,0.073881952,0.080437935,0.080119917,0.080437935,0.073881952
Transition countries,CoC-reference,CCS,2025,1.5D,0.073809411,0.080040407,0.080119917,0.080119917,0.073809411
Transition countries,CoC-reference,CCS,2030,1.5D,0.073542711,0.079930969,0.077281175,0.079930969,0.073542711
Transition countries,CoC-reference,CCS,2035,1.5D,0.073146625,0.078955477,0.075674511,0.078955477,0.073146625
Transition countries,CoC-reference,CCS,2040,1.5D,0.072341912,0.078091851,0.074458346,0.078091851,0.072341912
Transition countries,CoC-reference,CCS,2045,1.5D,0.071088881,0.077613929,0.073484465,0.077613929,0.071088881
Transition countries,CoC-reference,CCS,2050,1.5D,0.069598534,0.077104305,0.072673124,0.077104305,0.069598534
Transition countries,CoC-reference,CCS,2055,1.5D,0.068305503,0.076808033,0.072042204,0.076808033,0.068305503
Transition countries,CoC-reference,CCS,2060,1.5D,0.067346016,0.076717362,0.071641908,0.076717362,0.067346016
Transition countries,CoC-reference,CCS,2065,1.5D,0.066521304,0.07667036,0.071284142,0.07667036,0.066521304
Transition countries,CoC-reference,CCS,2070,1.5D,0.065779132,0.076587528,0.071075257,0.076587528,0.065779132
Transition countries,CoC-reference,CCS,2075,1.5D,0.065093498,0.07636651,0.07089023,0.07636651,0.065093498
Transition countries,CoC-reference,CCS,2080,1.5D,0.064421019,0.076076841,0.070767032,0.076076841,0.064421019
Transition countries,CoC-reference,CCS,2085,1.5D,0.063728233,0.075896454,0.070658323,0.075896454,0.063728233
Transition countries,CoC-reference,CCS,2090,1.5D,0.062993213,0.075764173,0.070558951,0.075764173,0.062993213
Transition countries,CoC-reference,CCS,2095,1.5D,0.062257579,0.075676376,0.070468456,0.075676376,0.062257579
Transition countries,CoC-reference,CCS,2100,1.5D,0.061637641,0.075656747,0.070383683,0.075656747,0.061637641
Transition countries,CoC-reference,Coal,2020,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2025,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2030,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2035,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2040,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2045,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2050,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2055,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2060,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2065,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2070,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2075,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2080,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2085,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2090,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2095,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Coal,2100,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Gas,2020,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2025,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2030,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2035,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2040,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2045,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2050,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2055,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2060,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2065,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2070,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2075,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2080,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2085,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2090,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2095,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Gas,2100,1.5D,0.051943555,0.058686015,0.058257917,0.058686015,0.051943555
Transition countries,CoC-reference,Solar,2020,1.5D,0.08394192,0.085977941,0.086437041,0.086437041,0.08394192
Transition countries,CoC-reference,Solar,2025,1.5D,0.077495429,0.084240856,0.079424599,0.084240856,0.077495429
Transition countries,CoC-reference,Solar,2030,1.5D,0.074477574,0.083232305,0.071622461,0.083232305,0.071622461
Transition countries,CoC-reference,Solar,2035,1.5D,0.073321772,0.080923516,0.066183698,0.080923516,0.066183698
Transition countries,CoC-reference,Solar,2040,1.5D,0.072054044,0.075607658,0.063526202,0.075607658,0.063526202
Transition countries,CoC-reference,Solar,2045,1.5D,0.070595925,0.06995205,0.062131777,0.070595925,0.062131777
Transition countries,CoC-reference,Solar,2050,1.5D,0.06950205,0.066472524,0.060984308,0.06950205,0.060984308
Transition countries,CoC-reference,Solar,2055,1.5D,0.068694487,0.065458774,0.060009988,0.068694487,0.060009988
Transition countries,CoC-reference,Solar,2060,1.5D,0.067982005,0.064815707,0.059139745,0.067982005,0.059139745
Transition countries,CoC-reference,Solar,2065,1.5D,0.067308602,0.064330487,0.058373715,0.067308602,0.058373715
Transition countries,CoC-reference,Solar,2070,1.5D,0.066704584,0.063818663,0.057640996,0.066704584,0.057640996
Transition countries,CoC-reference,Solar,2075,1.5D,0.066172185,0.063072417,0.056990999,0.066172185,0.056990999
Transition countries,CoC-reference,Solar,2080,1.5D,0.065679786,0.062223566,0.056357458,0.065679786,0.056357458
Transition countries,CoC-reference,Solar,2085,1.5D,0.065226466,0.06162048,0.055775808,0.065226466,0.055775808
Transition countries,CoC-reference,Solar,2090,1.5D,0.064832838,0.061031932,0.055262434,0.064832838,0.055262434
Transition countries,CoC-reference,Solar,2095,1.5D,0.064491136,0.060560661,0.054778055,0.064491136,0.054778055
Transition countries,CoC-reference,Solar,2100,1.5D,0.064169435,0.060226032,0.054353503,0.064169435,0.054353503
Transition countries,CoC-reference,Hydro,2020,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2025,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2030,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2035,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2040,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2045,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2050,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2055,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2060,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2065,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2070,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2075,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2080,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2085,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2090,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2095,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Hydro,2100,1.5D,0.062733551,0.06921022,0.068782117,0.06921022,0.062733551
Transition countries,CoC-reference,Biomass,2020,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2025,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2030,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2035,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2040,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2045,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2050,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2055,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2060,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2065,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2070,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2075,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2080,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2085,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2090,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2095,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-reference,Biomass,2100,1.5D,0.073881952,0.080548019,0.080119917,0.080548019,0.073881952
Transition countries,CoC-convergence,Onshore,2020,1.5D,0.087348147,0.088030227,0.089007476,0.089007476,0.087348147
Transition countries,CoC-convergence,Onshore,2025,1.5D,0.076461757,0.080935048,0.085189384,0.085189384,0.076461757
Transition countries,CoC-convergence,Onshore,2030,1.5D,0.06742945,0.072269992,0.085171293,0.085171293,0.06742945
Transition countries,CoC-convergence,Onshore,2035,1.5D,0.060186594,0.06159386,0.075758211,0.075758211,0.060186594
Transition countries,CoC-convergence,Onshore,2040,1.5D,0.053493842,0.053229874,0.066102523,0.066102523,0.053229874
Transition countries,CoC-convergence,Onshore,2045,1.5D,0.047025721,0.046337805,0.056352761,0.056352761,0.046337805
Transition countries,CoC-convergence,Onshore,2050,1.5D,0.04093,0.038906568,0.04670893,0.04670893,0.038906568
Transition countries,CoC-convergence,Onshore,2055,1.5D,0.04043,0.037662783,0.046395535,0.046395535,0.037662783
Transition countries,CoC-convergence,Onshore,2060,1.5D,0.04,0.037429411,0.046109188,0.046109188,0.037429411
Transition countries,CoC-convergence,Onshore,2065,1.5D,0.0396,0.037263504,0.045845934,0.045845934,0.037263504
Transition countries,CoC-convergence,Onshore,2070,1.5D,0.03925,0.037073853,0.045602678,0.045602678,0.037073853
Transition countries,CoC-convergence,Onshore,2075,1.5D,0.03893,0.036388872,0.045376552,0.045376552,0.036388872
Transition countries,CoC-convergence,Onshore,2080,1.5D,0.03864,0.035928612,0.045165479,0.045165479,0.035928612
Transition countries,CoC-convergence,Onshore,2085,1.5D,0.03837,0.035594348,0.044967831,0.044967831,0.035594348
Transition countries,CoC-convergence,Onshore,2090,1.5D,0.03811,0.035359664,0.044782002,0.044782002,0.035359664
Transition countries,CoC-convergence,Onshore,2095,1.5D,0.03788,0.035186283,0.044606777,0.044606777,0.035186283
Transition countries,CoC-convergence,Onshore,2100,1.5D,0.03765,0.035005935,0.044441923,0.044441923,0.035005935
Transition countries,CoC-convergence,Offshore,2020,1.5D,0.088892487,0.092948799,0.093350247,0.093350247,0.088892487
Transition countries,CoC-convergence,Offshore,2025,1.5D,0.074675151,0.087891778,0.075135579,0.087891778,0.074675151
Transition countries,CoC-convergence,Offshore,2030,1.5D,0.064326002,0.074145202,0.056019412,0.074145202,0.056019412
Transition countries,CoC-convergence,Offshore,2035,1.5D,0.058186928,0.067975702,0.050734924,0.067975702,0.050734924
Transition countries,CoC-convergence,Offshore,2040,1.5D,0.053495678,0.061427358,0.045124461,0.061427358,0.045124461
Transition countries,CoC-convergence,Offshore,2045,1.5D,0.049173137,0.055876292,0.040073155,0.055876292,0.040073155
Transition countries,CoC-convergence,Offshore,2050,1.5D,0.04514,0.05046323,0.03512553,0.05046323,0.03512553
Transition countries,CoC-convergence,Offshore,2055,1.5D,0.04449,0.04982609,0.034493319,0.04982609,0.034493319
Transition countries,CoC-convergence,Offshore,2060,1.5D,0.04397,0.04932477,0.033914433,0.04932477,0.033914433
Transition countries,CoC-convergence,Offshore,2065,1.5D,0.0435,0.04865421,0.03339377,0.04865421,0.03339377
Transition countries,CoC-convergence,Offshore,2070,1.5D,0.04308,0.04821096,0.032933501,0.04821096,0.032933501
Transition countries,CoC-convergence,Offshore,2075,1.5D,0.04271,0.04789402,0.032475801,0.04789402,0.032475801
Transition countries,CoC-convergence,Offshore,2080,1.5D,0.04238,0.04752566,0.032046001,0.04752566,0.032046001
Transition countries,CoC-convergence,Offshore,2085,1.5D,0.04207,0.04713885,0.031639617,0.04713885,0.031639617
Transition countries,CoC-convergence,Offshore,2090,1.5D,0.04177,0.04676903,0.031305934,0.04676903,0.031305934
Transition countries,CoC-convergence,Offshore,2095,1.5D,0.0415,0.04635846,0.031008047,0.04635846,0.031008047
Transition countries,CoC-convergence,Offshore,2100,1.5D,0.04125,0.04606491,0.030709436,0.04606491,0.030709436
Transition countries,CoC-convergence,Nuclear,2020,1.5D,0.070717267,0.076197751,0.076665217,0.076665217,0.070717267
Transition countries,CoC-convergence,Nuclear,2025,1.5D,0.066759119,0.072615456,0.076665217,0.076665217,0.066759119
Transition countries,CoC-convergence,Nuclear,2030,1.5D,0.062810664,0.0681376,0.076665217,0.076665217,0.062810664
Transition countries,CoC-convergence,Nuclear,2035,1.5D,0.058855057,0.063659742,0.07027463,0.07027463,0.058855057
Transition countries,CoC-convergence,Nuclear,2040,1.5D,0.054906602,0.059181881,0.063884043,0.063884043,0.054906602
Transition countries,CoC-convergence,Nuclear,2045,1.5D,0.050948455,0.054704022,0.057493456,0.057493456,0.050948455
Transition countries,CoC-convergence,Nuclear,2050,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2055,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2060,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2065,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2070,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2075,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2080,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2085,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2090,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2095,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,Nuclear,2100,1.5D,0.047,0.05022616,0.05110287,0.05110287,0.047
Transition countries,CoC-convergence,CCS,2020,1.5D,0.073881952,0.079543738,0.080119917,0.080119917,0.073881952
Transition countries,CoC-convergence,CCS,2025,1.5D,0.069992559,0.075580924,0.080119917,0.080119917,0.069992559
Transition countries,CoC-convergence,CCS,2030,1.5D,0.065964089,0.07101834,0.077425897,0.077425897,0.065964089
Transition countries,CoC-convergence,CCS,2035,1.5D,0.061851314,0.065924225,0.06982594,0.06982594,0.061851314
Transition countries,CoC-convergence,CCS,2040,1.5D,0.057462536,0.061065715,0.06278443,0.06278443,0.057462536
Transition countries,CoC-convergence,CCS,2045,1.5D,0.052798532,0.056405122,0.056105501,0.056405122,0.052798532
Transition countries,CoC-convergence,CCS,2050,1.5D,0.0481,0.051707214,0.049684868,0.051707214,0.0481
Transition countries,CoC-convergence,CCS,2055,1.5D,0.0472,0.051478083,0.049316717,0.051478083,0.0472
Transition countries,CoC-convergence,CCS,2060,1.5D,0.04654,0.051429502,0.04904707,0.051429502,0.04654
Transition countries,CoC-convergence,CCS,2065,1.5D,0.04598,0.051420302,0.048820927,0.051420302,0.04598
Transition countries,CoC-convergence,CCS,2070,1.5D,0.04546,0.05140638,0.04867784,0.05140638,0.04546
Transition countries,CoC-convergence,CCS,2075,1.5D,0.04498,0.051308633,0.048549027,0.051308633,0.04498
Transition countries,CoC-convergence,CCS,2080,1.5D,0.04452,0.051190574,0.048464301,0.051190574,0.04452
Transition countries,CoC-convergence,CCS,2085,1.5D,0.04407,0.051079955,0.048389537,0.051079955,0.04407
Transition countries,CoC-convergence,CCS,2090,1.5D,0.04359,0.050987678,0.048321218,0.050987678,0.04359
Transition countries,CoC-convergence,CCS,2095,1.5D,0.04311,0.050934153,0.048258855,0.050934153,0.04311
Transition countries,CoC-convergence,CCS,2100,1.5D,0.04265,0.050921904,0.048200068,0.050921904,0.04265
Transition countries,CoC-convergence,Coal,2020,1.5D,0.073881952,0.079652451,0.080119917,0.080119917,0.073881952
Transition countries,CoC-convergence,Coal,2025,1.5D,0.0700651,0.076070156,0.080119917,0.080119917,0.0700651
Transition countries,CoC-convergence,Coal,2030,1.5D,0.066251404,0.0715923,0.080119917,0.080119917,0.066251404
Transition countries,CoC-convergence,Coal,2035,1.5D,0.0624374,0.067114442,0.07372933,0.07372933,0.0624374
